Class	Atom count	Exact molecular weight	a(xx)	a(yy)	a(zz)	Formal charge	molecular	molecular.1	a(xx).1	a(yy).1	a(zz).1	Aliphatic atom count	Aliphatic bond count	Aliphatic ring count	Aliphatic ring count of size	ASA	ASA+	ASA-	ASA_H	ASA_P	Asymmetric atom count	Balaban index	Carboaliphatic ring count	Carbo ring count	Chiral center count	Cyclomatic number	fsp3	Fused aliphatic ring count	Fused aromatic ring count	Harary index	Heteroaliphatic ring count	Heteroaromatic ring count	Hyper wiener index	Van der Waals surface area (3D)	Van der Waals surface area (3D).1	Platt index	Polar surface area	Polar surface area.1	Randic index	Rotatable bond count	Szeged index	Van der Waals surface area (3D).2	ASA.1	ASA+.1	ASA-.1	ASA_H.1	ASA_P.1	Wiener index	Wiener polarity	count	logD[pH=7]	logP of major-ms
Active	39	334.106590327	19.27	31.93	55.71	0	34.53	35.64	19.27	31.93	55.71	8	10	0	0	601.68	387.08	214.6	462.3	139.38	0	1.22	0	2	0	3	0.11	0	0	86.70	0	1	8332	448.77	448.77	130	101.04	101.04	17.87	5	2575	448.77	601.68	387.08	214.60	462.30	139.38	1789	35	2	2.81	2.81
Active	40	348.119795608	26.44	33.21	38.75	0	33.09	32.8	26.44	33.21	38.75	10	11	0	0	570.66	291.07	279.59	413.7	156.96	1	1.27	0	2	1	3	0.18	0	2	88.91	0	1	7193	448.39	448.39	140	69.81	69.81	18.03	4	2254	448.39	570.66	291.07	279.59	413.70	156.96	1679	36	5	3.63	3.63
Active	45	424.066382739	40.86	32.94	54.38	-1	43.29	42.73	40.86	32.94	54.38	7	10	0	0	667.34	424.45	242.89	518.27	149.07	0	1.13	0	2	0	4	0	0	0	109.75	0	2	12809	531.87	531.87	154	90.29	90.29	20.69	5	3734	531.87	671.19	402.40	268.79	502.95	168.25	2602	41	4	3.50	2.91
Active	39	371.030311	35.29	45.11	25.28	0	34.55	35.23	35.29	45.11	25.28	15	15	0	0	586.27	361.72	224.55	426.51	159.75	0	2.1	0	1	0	1	0.36	0	0	64.74	0	0	4689	454.68	454.68	132	70.23	70.23	17.10	5	1356	454.68	586.27	361.72	224.55	426.51	159.75	1128	27	16	3.65	3.65
Active	27	362.917695	29.46	35.86	22.54	0	29.09	29.29	29.46	35.86	22.54	8	9	0	0	467.94	224.69	243.25	350	117.94	0	1.73	0	1	0	2	0.18	0	0	61.04	0	1	2311	366.21	366.21	92	60.96	60.96	12.13	3	980	366.21	467.94	224.69	243.25	350.00	117.94	716	29	2	4.14	4.14
Active	36	436.97602	45.30	38.79	24.36	-1	36.34	36.15	45.3	38.79	24.36	12	13	0	0	521.08	296.29	224.79	296.24	224.84	0	1.85	0	2	0	2	0.06	0	0	84.80	0	0	5278	420.35	420.35	112	113.61	113.61	16.68	4	1984	420.35	526.43	281.57	244.86	312.38	214.05	1392	39	8	3.14	3.56
Active	41	330.103813622	29.91	25.58	51.02	0	33.23	35.51	29.91	25.58	51.02	12	14	1	0	537.16	371.76	165.4	418.99	118.18	1	1.37	1	2	1	3	0.29	0	0	79.00	0	1	5348	450.34	450.34	148	78.43	78.43	18.37	3	1799	450.34	537.16	371.76	165.40	418.99	118.18	1325	34	7	4.18	4.22
Active	38	387.028223581	38.93	61.42	21.55	0	38.15	40.63	38.93	61.42	21.55	6	8	0	0	601.81	394.77	207.04	434.1	167.71	0	1.17	0	0	0	4	0.12	0	2	92.18	0	4	6418	449.3	449.30	132	93.79	93.79	17.45	3	2087	449.3	601.81	394.77	207.04	434.10	167.71	1582	38	4	3.82	3.95
Active	34	279.089543283	16.07	28.35	44.96	0	30.07	29.79	16.07	28.35	44.96	9	11	1	0	479.55	339.13	140.42	377.35	102.20	0	1.31	0	2	0	3	0.06	0	0	70.46	1	0	3715	372.92	372.92	116	46.61	46.61	15.57	4	1519	372.92	479.55	339.13	140.42	377.35	102.2	996	32	2	3.28	3.28
Active	29	369.935597	40.49	33.26	16.67	-1	30.09	30.14	40.49	33.26	16.67	9	10	0	0	468.44	202.42	266.02	278.05	190.39	0	1.88	0	2	0	2	0	0	0	70.81	0	0	3082	368.33	368.33	92	95.3	95.30	13.38	3	1366	368.33	484.93	197.08	287.85	284.37	200.56	926	33	3	2.38	2.16
Active	29	257.06228316	36.22	27.59	16.91	0	27.80	26.91	36.22	27.59	16.91	7	8	0	0	448.06	319.28	128.78	267.15	180.91	0	1.94	0	1	0	2	0.08	0	0	57.11	0	1	1681	331.08	331.08	94	78.91	78.91	13.25	2	786	331.08	448.06	319.28	128.78	267.15	180.91	582	28	2	2.45	2.45
Active	41	353.0931045	32.65	29.73	45.59	0	35.37	35.99	32.65	29.73	45.59	15	17	2	0	517.60	331.65	185.95	421.31	96.29	1	1.24	2	3	1	4	0.37	0	2	92.29	0	1	5584	443.22	443.22	160	82.32	82.32	18.32	5	2174	443.22	517.60	331.65	185.95	421.31	96.29	1498	41	8	3.31	3.31
Active	47	401.104541898	36.89	34.38	43.63	-1	39.89	38.3	36.89	34.38	43.63	17	20	2	0	535.18	380.84	154.34	389.56	145.63	3	1.38	0	1	3	4	0.37	2	0	110.76	2	1	8143	520.22	520.22	176	115.57	115.57	21.07	4	2749	520.22	530.16	358.53	171.63	393.95	136.22	2026	47	3	-1.37	-1.83
Active	58	443.195739685	38.36	45.05	62.87	0	46.91	48.76	38.36	45.05	62.87	12	15	1	0	762.29	599.8	162.5	686.23	76.06	1	1.32	0	2	1	5	0.28	0	2	143.61	1	2	12360	639.7	639.70	214	81.85	81.85	25.94	4	4976	639.7	762.29	599.80	162.50	686.23	76.06	2990	60	1	3.85	3.85
Active	44	424.081696022	36.88	29.01	47.91	-1	36.59	37.93	36.88	29.01	47.91	17	19	1	0	558.67	274.31	284.37	294.8	263.87	0	1.5	1	2	0	3	0.39	0	0	114.31	0	1	9282	498.61	498.61	162	105.59	105.59	19.53	5	3528	498.61	560.00	255.82	304.18	302.52	257.48	2256	48	4	4.52	3.89
Active	65	491.205635666	66.21	56.43	36.43	0	50.69	53.02	66.21	56.43	36.43	20	23	2	0	756.84	544.15	212.69	643.2	113.64	0	1.12	0	2	0	5	0.37	0	2	155.54	2	1	19583	695.63	695.63	246	106.2	106.20	28.85	6	6561	695.63	756.84	544.15	212.69	643.20	113.64	4136	60	3	3.53	3.53
Active	39	286.131742448	36.25	33.96	21.08	0	30.86	30.43	36.25	33.96	21.08	9	10	0	0	532.36	330.62	201.73	360.02	172.34	0	1.88	0	2	0	2	0.25	0	0	70.42	0	0	3081	436.95	436.95	134	78.39	78.39	17.33	4	1412	436.95	532.36	330.62	201.73	360.02	172.34	930	31	2	4.34	4.34
Active	50	300.208930142	34.80	44.29	27.52	0	35.18	35.54	34.8	44.29	27.52	16	18	2	0	456.90	343.24	113.65	413.48	43.42	3	1.92	2	3	3	3	0.65	2	0	82.54	0	0	2668	516.68	516.68	200	37.3	37.30	21.58	2	1812	516.68	456.90	343.24	113.65	413.48	43.42	903	46	2	5.29	5.29
Active	39	393.014661	42.41	38.56	29.40	0	37.40	36.79	42.41	38.56	29.4	11	12	0	0	577.57	337.14	240.43	464.09	113.48	0	1.69	0	2	0	2	0.12	0	0	75.91	0	0	5862	458.1	458.10	128	62.39	62.39	17.59	5	1842	458.1	577.57	337.14	240.43	464.09	113.48	1392	31	3	4.00	4.00
Active	36	375.004096	26.25	35.45	44.04	0	34.26	35.25	26.25	35.45	44.04	11	13	1	0	498.70	293.07	205.64	412.57	86.13	1	1.78	0	1	1	3	0.19	0	0	79.24	1	1	3074	410.51	410.51	126	62.28	62.28	16.31	2	1669	410.51	498.70	293.07	205.64	412.57	86.13	972	37	3	3.82	3.82
Active	47	371.130362722	41.82	45.59	32.41	0	40.23	39.94	41.82	45.59	32.41	14	15	0	0	635.74	407.39	228.34	510.1	125.64	0	1.6	0	2	0	2	0.21	0	0	88.69	0	0	10665	525.03	525.03	158	79.46	79.46	20.97	6	2872	525.03	635.74	407.39	228.34	510.10	125.64	2113	35	8	3.21	3.21
Active	40	305.119798038	30.30	26.50	39.59	0	33.49	32.13	30.3	26.50	39.59	15	16	1	0	481.01	314.87	166.14	320.35	160.67	0	1.47	1	2	0	2	0.4	0	0	65.02	0	0	5052	433.56	433.56	144	67.2	67.20	17.59	5	1596	433.56	481.01	314.87	166.14	320.35	160.67	1164	26	3	4.01	4.01
Active	29	254.057908802	15.23	25.20	35.20	-1	26.22	25.21	15.23	25.20	35.2	3	4	0	0	412.00	286.69	125.31	282.13	129.87	0	1.63	0	2	0	3	0	0	2	63.70	0	1	1938	313.59	313.59	96	69.59	69.59	13.58	1	1268	313.59	415.68	241.23	174.45	291.97	123.72	658	32	4	1.67	0.40
Active	37	414.979647	24.63	38.90	50.84	-1	37.80	38.13	24.63	38.90	50.84	14	15	0	0	580.37	331.91	248.46	362.72	217.65	0	1.85	0	2	0	2	0.07	0	0	93.80	0	0	7728	461.1	461.10	118	116.56	116.56	16.88	4	2514	461.1	588.72	278.72	310.00	373.35	215.38	1823	41	5	3.93	2.24
Active	35	363.0244536	33.00	21.57	49.51	0	34.95	34.69	33	21.57	49.51	7	9	0	0	572.35	356.17	216.18	438.41	133.94	0	1.24	0	1	0	3	0.06	0	0	81.61	0	2	7145	431.64	431.64	116	64.11	64.11	16.09	5	2161	431.64	572.35	356.17	216.18	438.41	133.94	1596	32	5	3.94	4.02
Active	45	384.123383206	46.00	40.74	26.65	0	37.68	37.8	46	40.74	26.65	11	13	0	0	640.99	391.68	249.3	484.93	156.05	1	1.39	0	2	1	3	0.16	0	0	104.18	0	1	10219	515.69	515.69	152	95.34	95.34	20.38	7	3020	515.69	640.99	391.68	249.30	484.93	156.05	2263	41	3	3.33	3.33
Active	25	285.018367488	23.73	35.14	12.82	-1	23.59	23.9	23.73	35.14	12.82	5	6	0	0	442.98	220.99	221.99	254.86	188.12	0	1.56	0	1	0	3	0.09	0	2	63.00	0	2	2153	306.84	306.84	86	53.77	53.77	11.57	2	947	306.84	445.13	198.22	246.91	261.74	183.39	689	28	6	2.42	2.47
Active	31	359.001003347	23.48	27.43	39.59	-1	29.22	30.17	23.48	27.43	39.59	12	13	0	0	543.85	243.02	300.83	314.92	228.93	0	1.8	0	1	0	2	0.08	0	0	78.60	0	1	5239	398.08	398.08	102	79.52	79.52	14.07	5	1690	398.08	550.18	224.99	325.19	310.89	239.29	1313	34	4	2.65	2.65
Active	43	359.110376169	37.47	46.69	26.33	0	36.74	36.83	37.47	46.69	26.33	14	16	1	0	548.79	369.04	179.75	435.33	113.46	1	1.3	1	2	1	3	0.28	0	0	88.41	0	1	7049	470.57	470.57	154	71.09	71.09	19.22	5	2159	470.57	548.79	369.04	179.75	435.33	113.46	1666	32	4	3.42	3.46
Active	44	358.1084202	36.48	47.71	25.25	0	35.30	36.48	36.48	47.71	25.25	19	23	4	0	424.34	290.99	133.35	330.72	93.62	4	1.11	3	4	4	5	0.53	3	0	98.56	1	0	4789	463.1	463.10	186	75.27	75.27	19.41	2	2528	463.1	424.34	290.99	133.35	330.72	93.62	1379	46	5	3.19	3.22
Active	37	356.057926056	20.67	34.52	50.53	0	35.21	35.24	20.67	34.52	50.53	8	10	0	0	590.35	365.43	224.92	407.81	182.54	0	1.3	0	1	0	3	0.06	0	0	89.04	0	2	7031	445.25	445.25	122	107.25	107.25	16.97	5	2358	445.25	590.35	365.43	224.92	407.81	182.54	1659	37	3	3.39	3.39
Active	32	298.0396719	26.91	20.49	42.96	0	30.73	30.12	26.91	20.49	42.96	5	6	0	0	465.49	306.55	158.95	394.65	70.85	0	1.45	0	2	0	3	0.06	0	2	73.13	0	1	2878	366.52	366.52	110	43.37	43.37	14.62	2	1574	366.52	465.49	306.55	158.95	394.65	70.85	890	36	1	4.13	4.13
Active	39	346.100065649	31.10	26.21	55.08	0	38.14	37.46	31.1	26.21	55.08	1	4	0	0	573.02	394.91	178.11	509.53	63.50	0	0.95	0	1	0	5	0.06	0	2	91.63	0	4	6872	441.83	441.83	140	64.32	64.32	18.10	4	2307	441.83	573.02	394.91	178.11	509.53	63.5	1631	34	14	3.44	3.45
Active	37	360.052840676	40.32	38.08	21.29	0	34.57	33.23	40.32	38.08	21.29	13	14	0	0	484.02	267.14	216.87	222.16	261.86	0	1.57	0	2	0	2	0	0	0	86.13	0	0	7766	431.5	431.50	116	133.6	133.60	17.02	4	2258	431.5	484.02	267.14	216.87	222.16	261.86	1748	36	8	2.89	2.92
Active	41	317.10856465	47.61	34.74	21.52	0	33.60	34.62	47.61	34.74	21.52	11	12	0	0	588.96	434.36	154.6	520.15	68.81	0	1.65	0	1	0	2	0.29	0	0	73.35	0	1	4343	470.74	470.74	140	47.89	47.89	18.22	6	1441	470.74	588.96	434.36	154.60	520.15	68.81	1147	30	2	5.29	5.29
Active	39	291.125928791	25.43	28.04	40.07	-1	34.38	31.18	25.43	28.04	40.07	5	7	0	0	469.05	327.4	141.64	393.23	75.82	0	1.69	0	2	0	3	0.11	0	0	77.03	0	1	3327	427.1	427.10	134	45.06	45.06	17.74	4	1444	427.1	467.32	294.56	172.76	397.55	69.77	1018	33	2	1.15	0.90
Active	36	314.083746881	29.80	21.96	45.30	-1	31.26	32.35	29.8	21.96	45.3	6	8	0	0	554.47	396.37	158.1	449.33	105.14	0	1.49	0	1	0	3	0.2	0	0	74.72	0	2	4291	415.33	415.33	124	78.11	78.11	16.32	4	1452	415.33	565.77	388.78	176.99	463.50	102.28	1135	31	4	2.66	1.64
Active	44	361.09839389	35.49	29.72	47.12	-1	36.06	37.44	35.49	29.72	47.12	14	15	0	0	665.23	486.19	179.04	499.84	165.38	0	1.62	0	1	0	2	0.22	0	0	86.65	0	1	7455	493.41	493.41	146	87.69	87.69	19.69	7	2149	493.41	663.09	446.51	216.59	502.96	160.13	1716	36	4	1.54	1.07
Active	46	467.015055	34.63	39.60	55.66	0	42.46	43.3	34.63	39.60	55.66	16	17	0	0	707.06	478.99	228.08	544.31	162.76	0	1.59	0	2	0	2	0.17	0	0	100.88	0	0	12091	548.05	548.05	150	97.92	97.92	20.62	6	3234	548.05	707.06	478.99	228.08	544.31	162.76	2446	43	5	2.93	2.93
Active	51	445.132094054	62.28	49.86	28.28	-1	45.52	46.81	62.28	49.86	28.28	10	14	1	0	711.89	457.82	254.07	539.07	172.82	0	1.12	1	3	0	5	0.14	0	0	127.36	0	2	16126	568.97	568.97	182	111.03	111.03	23.38	7	4182	568.97	716.16	449.69	266.47	533.85	182.31	3270	46	7	2.79	2.72
Active	36	389.02126	31.16	25.08	45.84	0	34.07	34.03	31.16	25.08	45.84	13	14	0	0	566.00	264.1	301.89	316.4	249.60	0	1.51	0	2	0	2	0.07	0	0	85.06	0	0	8611	440.75	440.75	116	62.39	62.39	16.34	5	2452	440.75	566.00	264.10	301.89	316.40	249.6	1828	33	3	5.07	5.07
Active	38	314.116761087	39.34	44.76	16.91	0	37.54	33.67	39.34	44.76	16.91	4	5	0	0	543.65	359.5	184.15	463.32	80.33	0	1.09	0	2	0	4	0	0	4	84.07	0	2	6739	414.65	414.65	128	70.4	70.40	17.74	3	2689	414.65	543.65	359.50	184.15	463.32	80.33	1546	37	22	5.08	5.08
Active	39	435.031217803	42.19	35.84	25.08	-1	33.86	34.37	42.19	35.84	25.08	12	14	0	0	605.26	258.4	346.86	285.63	319.63	0	1.26	0	2	0	3	0.12	0	0	108.36	0	1	13474	495.41	495.41	134	91.52	91.52	17.66	6	3688	495.41	608.09	239.29	368.80	271.97	336.12	2663	40	2	2.80	2.69
Active	48	355.15722892	56.46	40.55	25.04	0	45.23	40.69	56.46	40.55	25.04	7	9	1	0	569.09	383.24	185.86	495.75	73.35	0	1.3	1	4	0	5	0.21	0	3	108.48	0	1	6469	518.47	518.47	180	42.35	42.35	21.72	3	3362	518.47	569.09	383.24	185.86	495.75	73.35	1733	49	4	6.05	6.06
Active	43	362.0855767	46.95	41.17	27.46	0	39.27	38.53	46.95	41.17	27.46	12	13	0	0	618.31	386.75	231.57	492.26	126.05	1	1.58	0	2	1	2	0.22	0	0	80.23	0	0	7405	494.73	494.73	146	50.36	50.36	19.18	6	2246	494.73	618.31	386.75	231.57	492.26	126.05	1622	33	3	5.10	5.10
Active	23	334.8736686	24.18	27.50	36.11	0	29.68	29.27	24.18	27.50	36.11	11	11	0	0	478.59	202.07	276.52	398.88	79.71	0	2.62	0	0	0	1	0.29	0	0	46.76	0	1	1204	350.19	350.19	74	46.5	46.50	10.12	3	471	350.19	478.59	202.07	276.52	398.88	79.71	434	22	1	4.53	4.53
Active	47	450.042649	36.07	33.05	56.01	0	40.27	41.71	36.07	33.05	56.01	16	18	1	0	678.87	462.83	216.03	539.62	139.25	1	1.44	0	2	1	3	0.26	0	0	106.14	1	0	9672	541.47	541.47	162	98.61	98.61	21.11	6	3134	541.47	678.87	462.83	216.03	539.62	139.25	2198	45	7	2.95	2.97
Active	37	352.0381477	37.60	40.27	23.26	-1	33.95	33.71	37.6	40.27	23.26	11	12	0	0	507.99	267.74	240.25	329.25	178.74	0	1.58	0	2	0	2	0.12	0	0	74.84	0	0	6625	432.72	432.72	120	84.75	84.75	16.89	5	1956	432.72	515.72	255.60	260.12	363.59	152.13	1472	31	7	3.55	1.94
Active	35	311.072847845	20.48	28.67	49.36	0	32.47	32.84	20.48	28.67	49.36	6	9	1	0	534.39	354.93	179.46	446.38	88.01	2	1.21	1	1	2	4	0.19	0	0	73.67	0	3	4877	399.08	399.08	128	68.02	68.02	16.03	4	1518	399.08	534.39	354.93	179.46	446.38	88.01	1203	28	4	2.89	2.94
Active	42	348.111007003	40.75	39.72	25.84	0	36.85	35.44	40.75	39.72	25.84	11	13	1	0	531.63	372.25	159.38	435.21	96.42	2	1.16	0	2	2	4	0.25	0	2	97.90	1	1	7032	467.2	467.20	154	85.35	85.35	18.99	4	2779	467.2	531.63	372.25	159.38	435.21	96.42	1728	43	2	3.20	3.20
Active	54	434.147786436	61.13	53.36	25.19	0	44.74	46.56	61.13	53.36	25.19	14	16	0	0	754.66	481.23	273.43	551.13	203.52	0	1.53	0	3	0	3	0.12	0	0	128.45	0	0	13693	596.83	596.83	180	124.96	124.96	24.50	6	4409	596.83	754.66	481.23	273.43	551.13	203.52	3058	49	4	4.18	4.18
Active	49	356.155849195	36.33	34.59	47.57	0	41.00	39.49	36.33	34.59	47.57	13	15	1	0	592.77	459.81	132.96	540.71	52.06	0	1.25	0	2	0	3	0.35	0	0	88.15	1	0	7435	538.8	538.80	178	33.73	33.73	21.62	5	2582	538.8	592.77	459.81	132.96	540.71	52.06	1706	39	2	4.04	4.04
Active	36	387.047616758	21.70	30.95	37.96	-1	28.00	30.2	21.7	30.95	37.96	19	19	0	0	601.60	283.74	317.87	290.45	311.15	0	2.67	0	1	0	1	0.38	0	0	89.62	0	0	5793	454.04	454.04	124	79.52	79.52	15.69	7	1940	454.04	606.29	260.76	345.52	291.66	314.63	1534	38	4	2.50	2.50
Active	36	346.042924	45.59	32.93	19.94	0	32.57	32.82	45.59	32.93	19.94	6	7	0	0	524.75	346.09	178.66	475.43	49.32	0	1.32	0	1	0	3	0.27	0	2	69.98	0	2	3641	421.22	421.22	128	52.31	52.31	16.19	5	1519	421.22	524.75	346.09	178.66	475.43	49.32	992	30	3	4.25	4.25
Active	34	338.0224977	21.05	31.16	46.11	-1	31.98	32.78	21.05	31.16	46.11	10	11	0	0	550.03	334.23	215.8	419.61	130.42	0	1.53	0	2	0	2	0.07	0	0	71.74	0	0	5086	406.78	406.78	108	73.75	73.75	15.54	4	1729	406.78	559.06	322.36	236.70	461.15	97.91	1232	32	5	3.27	1.67
Active	44	409.0596114	33.48	30.50	57.15	0	39.06	40.38	33.48	30.50	57.15	15	16	0	0	648.64	344	304.65	527.96	120.69	1	1.6	0	2	1	2	0.17	0	0	94.85	0	0	11005	520.72	520.72	146	96.53	96.53	19.75	6	2818	520.72	648.64	344.00	304.65	527.96	120.69	2248	38	5	3.58	3.58
Active	35	290.0822054	19.56	27.03	46.09	0	30.32	30.89	19.56	27.03	46.09	8	9	0	0	530.37	319.4	210.97	330.07	200.30	0	1.64	0	2	0	2	0.13	0	0	62.34	0	0	3807	399.34	399.34	116	64.35	64.35	15.77	4	1445	399.34	530.37	319.40	210.97	330.07	200.3	958	28	2	3.21	3.21
Active	52	389.185175001	37.08	37.94	52.23	0	44.69	42.42	37.08	37.94	52.23	11	12	0	0	645.12	415.67	229.45	565.1	80.02	0	1.09	0	2	0	4	0.23	0	4	108.67	0	2	13213	566.8	566.80	188	91.81	91.81	23.34	7	3340	566.8	645.12	415.67	229.45	565.10	80.02	2654	43	6	2.73	2.77
Active	56	444.173230591	61.70	55.61	30.37	0	48.97	49.23	61.7	55.61	30.37	11	14	1	0	695.39	481.12	214.27	629.89	65.50	0	1.34	0	0	0	5	0.29	0	2	135.39	1	4	11191	593.81	593.81	208	74.58	74.58	25.13	4	4213	593.81	695.39	481.12	214.27	629.89	65.5	2777	51	3	4.13	4.13
Active	45	404.0873883	57.99	34.95	30.14	0	39.88	41.03	57.99	34.95	30.14	10	12	0	0	641.15	378.77	262.38	530.05	111.10	0	1.33	0	2	0	3	0.21	0	0	97.16	0	1	10403	530.01	530.01	156	58.12	58.12	20.22	6	2882	530.01	641.15	378.77	262.38	530.05	111.1	2181	38	3	4.22	4.22
Inactive	45	330.151432518	42.75	40.16	27.73	0	39.1	36.88	42.75	40.16	27.73	13	14	1	0	550.95	392.37	158.59	472.08	78.87	0	1.21	0	2	0	3	0.35	0	2	75.26	1	0	6839	483.18	483.18	164	48.56	48.56	19.96	5	2194	483.18	550.95	392.37	158.59	472.08	78.87	1490	30	3	2.58	2.64
Inactive	43	321.147726864	40.43	30.45	32.28	0	36.96	34.39	40.43	30.45	32.28	8	10	1	0	512.25	364.09	148.16	457.5	54.75	1	1.41	0	1	1	4	0.26	0	2	90.16	1	2	4026	462.92	462.92	158	58.48	58.48	19.43	3	2169	462.92	512.25	364.09	148.16	457.5	54.75	1228	40	14	2.1	2.35
Inactive	39	337.088497909	34.28	29.51	40.26	0	36.1	34.68	34.28	29.51	40.26	4	6	0	0	507.14	357.66	149.48	436.27	70.87	1	1.38	0	1	1	4	0.11	0	2	89.4	0	3	4207	435.39	435.39	136	71.18	71.18	17.99	4	1904	435.39	507.14	357.66	149.48	436.27	70.87	1255	37	6	4.18	4.19
Inactive	41	378.078661501	47.03	35.19	31.49	0	39.34	37.9	47.03	35.19	31.49	6	8	0	0	569.76	328.54	241.23	399.1	170.67	1	1.45	0	2	1	4	0.05	0	2	104.55	0	2	6746	471.63	471.63	140	101.18	101.18	19.01	5	2878	471.63	569.76	328.54	241.23	399.1	170.67	1795	43	10	4.08	4.09
Inactive	41	335.1149025	25.8	32.69	44.24	0	33.36	34.24	25.8	32.69	44.24	12	14	1	0	556.58	368.83	187.75	477.19	79.39	0	1.32	0	1	0	3	0.4	0	0	77.79	1	1	5978	469.4	469.4	150	63.49	63.49	18.19	5	2088	469.4	556.58	368.83	187.75	477.19	79.39	1389	32	3	2.67	2.68
Inactive	31	294.046298744	14.79	30.07	46.85	-1	32.49	30.57	14.79	30.07	46.85	1	3	0	0	480.71	266.3	214.41	392.9	87.81	0	1.14	0	1	0	4	0	0	2	72.62	0	3	3279	358.43	358.43	106	61.98	61.98	14.58	2	1411	358.43	489.31	256	233.31	398.14	91.17	941	32	4	1.65	1.83
Inactive	45	349.142641484	36.63	21.44	55.65	0	38.65	37.91	36.63	21.44	55.65	10	11	0	0	611.91	385.53	226.37	479.27	132.64	0	1.35	0	3	0	3	0.1	0	2	91.83	0	0	9347	489.57	489.57	152	90.46	90.46	20.47	4	2893	489.57	611.91	385.53	226.37	479.27	132.64	1985	38	7	3.64	3.7
Inactive	44	346.142975836	34.32	30.76	44.73	1	38.78	36.6	34.32	30.76	44.73	6	7	0	0	536.31	360.2	176.12	434.67	101.64	0	1.12	0	2	0	4	0.15	0	4	97.11	0	2	7303	481.94	481.94	156	79.02	79.02	20.04	4	3031	481.94	532.52	340.68	191.85	435.69	96.84	1766	43	43	2.05	2.24
Inactive	50	378.169190584	29.77	39.32	51.1	-2	40.3	40.07	29.77	39.32	51.1	11	13	0	0	649.59	411.25	238.33	543.79	105.79	1	1.37	0	2	1	3	0.19	0	0	103.77	0	1	10310	539.33	539.33	172	96.28	96.28	22.59	7	2880	539.33	656.43	378.21	278.22	547.6	108.83	2277	41	10	2.32	1.9
Inactive	34	350.0240391	44.45	32.56	23.58	0	31.95	33.53	44.45	32.56	23.58	9	10	0	0	517.74	285.89	231.85	374.18	143.56	0	1.32	0	1	0	3	0.07	0	2	77.89	0	2	5729	405.09	405.09	114	95.73	95.73	15.68	4	1775	405.09	517.74	285.89	231.85	374.18	143.56	1371	31	13	2.12	2.23
Inactive	55	474.162723049	41.87	31.79	61.25	-2	42.85	44.97	41.87	31.79	61.25	17	20	1	0	694.92	393.94	300.97	474.18	220.73	0	1.09	0	1	0	4	0.27	0	0	135.16	1	2	25152	606.41	606.41	198	112.41	112.41	24.74	6	6149	606.41	702.24	358.79	343.45	477.42	224.82	4283	53	18	1.62	1.27
Inactive	33	295.054611	24.29	25.89	38.04	0	29.09	29.41	24.29	25.89	38.04	8	10	1	0	439.72	286.7	153.02	397.8	41.92	0	1.51	0	1	0	3	0.38	0	0	61.92	1	1	2254	389.23	389.23	122	38.25	38.25	14.71	3	1185	389.23	439.72	286.7	153.02	397.8	41.92	706	28	1	3.57	3.57
Inactive	35	285.082349901	28.61	21.01	42.53	-1	31.47	30.72	28.61	21.01	42.53	6	7	0	0	481.79	348.66	133.13	433.41	48.39	0	1.54	0	1	0	3	0.19	0	2	68.66	0	2	2369	396.54	396.54	124	45.06	45.06	15.76	2	1026	396.54	492.07	344.72	147.36	434.58	57.49	767	34	3	2.95	3.15
Inactive	44	375.0985838	35.4	32.49	44.64	0	36.72	37.51	35.4	32.49	44.64	14	15	0	0	599.17	378.56	220.61	397.99	201.18	1	1.66	0	2	1	2	0.17	0	0	90	0	0	9460	496.47	496.47	146	107.53	107.53	19.85	6	2479	496.47	599.17	378.56	220.61	397.99	201.18	2008	36	7	2.48	2.59
Inactive	19	184.056052535	8.22	15.62	23.25	0	16.61	15.69	8.22	15.62	23.25	4	4	0	0	317.19	191.91	125.28	148.29	168.9	0	1.69	0	1	0	2	0	0	2	35.55	0	1	562	215.26	215.26	62	66.73	66.73	8.77	1	372	215.26	317.19	191.91	125.28	148.29	168.9	234	18	11	1.46	1.62
Inactive	45	323.163376928	27.28	33.63	46.33	0	35.22	35.74	27.28	33.63	46.33	12	14	1	0	563.51	409.96	153.55	449.01	114.5	0	1.36	1	2	0	3	0.32	0	0	83.59	0	1	5898	488.11	488.11	164	71.09	71.09	20.03	5	2043	488.11	563.51	409.96	153.55	449.01	114.5	1465	34	3	2.78	2.78
Inactive	40	336.0989181	34.29	43.67	23.98	0	32.32	33.98	34.29	43.67	23.98	12	13	0	0	568.94	396.04	172.9	435.27	133.68	0	1.76	0	1	0	2	0.27	0	0	77.88	0	1	5333	460.06	460.06	136	96.25	96.25	17.83	4	1616	460.06	568.94	396.04	172.9	435.27	133.68	1330	34	11	1.67	1.78
Inactive	41	340.117155011	31.04	26.09	46.87	-2	33.2	34.67	31.04	26.09	46.87	9	11	0	0	625.42	446.5	178.92	493.12	132.3	0	1.29	0	1	0	3	0.12	0	0	88.84	0	2	7096	455.03	455.03	138	109.42	109.42	18.68	4	2060	455.03	633.74	400.51	233.23	495.41	138.33	1669	36	11	0.44	0.03
Inactive	26	243.037901634	19.48	20.71	23.83	0	20.16	21.34	19.48	20.71	23.83	12	12	0	0	489.41	311.56	177.84	260.31	229.1	0	2.37	0	0	0	1	0.33	0	0	49.81	0	1	1616	323.08	323.08	84	108.88	108.88	11.5	6	595	323.08	489.41	311.56	177.84	260.31	229.1	539	20	1	0.81	0.81
